State,State_shap,International plan,International plan_shap,Voice mail plan,Voice mail plan_shap,Number vmail messages,Number vmail messages_shap,Total day minutes,Total day minutes_shap,Total day calls,Total day calls_shap,Total day charge,Total day charge_shap,Total eve minutes,Total eve minutes_shap,Total eve calls,Total eve calls_shap,Total eve charge,Total eve charge_shap,Total night minutes,Total night minutes_shap,Total night calls,Total night calls_shap,Total night charge,Total night charge_shap,Total intl minutes,Total intl minutes_shap,Total intl calls,Total intl calls_shap,Total intl charge,Total intl charge_shap,Customer service calls,Customer service calls_shap,base_value,shap_sum,prediction_logit,prediction_proba,Churn
13,-0.3924303877635975,0,-0.04373654285445809,0,0.34445501807611434,0,-0.07983325980603695,239.8,0.8720773651613853,125,0.9848836350231431,40.77,0.0,214.8,0.0054645807639462874,111,0.3320490194787271,18.26,-0.01218582984060049,143.3,-1.065728448976297,81,0.3094652082375251,6.45,-0.5268155718501657,8.7,0.03579786542861257,5,0.048737334087491035,2.35,0.0,2,-0.5675379121373407,-4.702165583070394,0.24466207302844845,-4.457503510041946,0.011458446782910784,False
4,0.46992338223790286,0,-0.07995703265070915,0,0.30140329974354246,0,-0.08560716814361513,166.3,0.21759731454541906,125,0.24147109750891105,28.27,0.0,158.2,-1.0806160320341587,86,0.17471542852697894,13.45,-0.028983108731918037,256.7,0.4483955698198406,80,0.37792015973245724,11.55,-0.012625849535688759,6.1,-0.01931807433720678,5,-0.03215376513078809,1.65,0.0,1,-0.44647993247956036,-4.702165583070394,0.4456852890714072,-4.256480293998987,0.013974054691926396,False
47,-0.17227118250448256,0,-0.7128326422534883,0,0.23617678383016028,0,0.015311684670159594,146.7,-1.1717188209691085,91,-0.05231854639481753,24.94,0.0,203.5,0.34046247861813755,78,-0.07844394556013867,17.3,-0.007415462210774422,203.4,0.07929171292576939,110,-0.30990319507895037,9.15,0.10338649617042392,13.7,1.3004710732155944,3,0.11962269905488938,3.7,0.0,1,-0.397680822245311,-4.702165583070394,-0.7078616887319369,-5.41002727180233,0.004451612795407367,False
18,0.06279247327620396,0,-0.08794574772939086,0,0.17930647344328463,0,-0.024348368691280483,181.5,-0.8073796361591667,121,0.37985187566839157,30.86,0.0,218.4,0.7339804876991548,98,-0.5176475682877936,18.56,-0.007415462210774422,161.6,-0.342724888313096,103,0.1267374451737851,7.27,0.10095588320866228,8.5,-0.10476056890096515,5,-0.0189644515956752,2.3,0.0,1,-0.12855454144999384,-4.702165583070394,-0.4561165948686539,-5.158282177939047,0.00571867998438908,False
29,0.3660749356134329,0,-0.10799475537613035,0,0.265816202001879,0,-0.039765523080714044,102.8,-1.1751144834584557,119,-0.9631897625437705,17.48,0.0,206.7,0.5006310844211839,91,-0.7303916507214308,17.57,0.0024097948428243397,299.0,0.23980469394649845,105,-0.39251509454799816,13.46,-0.24931945827323942,10.1,-0.10322040556697175,7,-0.245830254543107,2.73,0.0,1,-0.4293919861875474,-4.702165583070394,-3.061996663473547,-7.764162246543941,0.0004245049711660822,False
35,0.5603702116815839,0,-0.13932154611684383,0,0.27026737056323324,0,-0.07413743153214454,187.9,-0.6639149837940931,116,-0.3776025517471135,31.94,0.0,157.6,-1.4691870329272934,117,0.3739907265501097,13.4,-0.008946804562583566,227.3,-0.29130196537589653,86,-0.4584440719056875,10.23,-0.2312180424289545,7.5,0.33739530395716427,6,0.15276932175504043,2.03,0.0,1,-0.18225104512646795,-4.702165583070394,-2.2015325410099464,-6.90369812408034,0.0010030582602069715,False
24,0.6576671010046266,0,-0.6305612719897181,0,0.360853139301762,0,0.035024031433276835,183.6,-0.7370284840406385,117,-0.4378020748164272,31.21,0.0,256.7,0.5673161598085426,72,0.7326117679756134,21.82,-0.008535461574792862,178.6,0.09443007134599611,79,-0.03921818694798276,8.04,-0.07129948045127094,10.2,0.41202489914372564,2,0.7002815214195288,2.75,0.0,1,-0.07727116868365556,-4.702165583070394,1.558492562928586,-3.143673020141808,0.041341303945124974,False
1,-1.0104384307633154,0,-0.6546521136770025,0,0.2567223239457235,0,0.1441616971604526,230.9,0.6383374745352194,87,-0.07958583823405206,39.25,0.0,187.4,-0.17012023587652947,90,-0.2766780626308173,15.93,-0.024422859847545622,154.0,-0.18280072599300184,53,-0.44099861207883806,6.93,-0.46350537716411055,6.3,-0.4797854119294789,2,0.6986315845721401,1.7,0.0,0,0.668094633796718,-4.702165583070394,-1.3770399541844378,-6.079205537254832,0.0022847631495824406,False
30,0.2700689282838721,0,-0.04377315849997103,1,-0.4916321531031281,27,0.31706501270644366,182.1,-0.19335245235823095,91,-0.2260151553421747,30.96,0.0,169.7,0.024307171390391888,98,-0.3785820104670711,14.42,-0.01592531656846404,164.7,0.13961957991705276,86,-0.8751292919251137,7.41,0.0026846362627111374,10.6,0.6291902654781006,5,0.16399806840578093,2.86,0.0,2,-0.594054822975304,-4.702165583070394,-1.2715306987951047,-5.973696281865498,0.0025383579917193605,False
32,-0.11158789649023675,0,-0.0799980422668159,0,0.35464244401664474,0,-0.09600649979896843,119.3,-1.0633802446490153,87,0.20007519196777138,20.28,0.0,211.5,0.34561967868357896,101,-0.17156032572267577,17.98,-0.003480572132393718,268.9,0.9184513973817229,86,-0.6869230377837084,12.1,-0.07613505060318858,10.5,0.5735301023442299,4,0.1536172198015265,2.84,0.0,3,-0.5065762385283596,-4.702165583070394,-0.24971187377988824,-4.951877456850282,0.007020486907361388,False
37,0.03045454340375727,0,-0.8732642136421055,0,0.21714312439435163,0,-0.028279596655629576,116.8,0.049041044733021406,87,0.0314550650928868,19.86,0.0,178.9,0.4186875150934793,93,-0.571719017024152,15.21,-0.041406471468508246,182.4,0.03905019131489098,150,0.41816012539435177,8.21,-0.02123466886114329,14.1,0.5598049911286216,2,0.5500313745462335,3.81,0.0,1,-0.4574002337455749,-4.702165583070394,0.3205237737044806,-4.381641809365913,0.01235037216928826,False
22,0.6461621276312508,0,-0.06779738953337074,0,0.22105417600483634,0,-0.06361273502930999,202.1,-1.4164846474607475,103,0.13072315380966756,34.36,0.0,229.4,0.4361818040604703,86,0.038897463385947045,19.5,-0.04161387875676155,195.2,0.0678422273870092,113,0.15147809265414253,8.78,-0.08374924886971712,11.5,0.22982263224665075,3,0.3634291598573327,3.11,0.0,2,-0.3372982988180593,-4.702165583070394,0.27503463856934096,-4.4271309445010525,0.011807635928535757,False
3,-0.06911454212880926,0,-0.03274303065612912,0,0.9633437584294007,0,-0.05932955983094871,271.6,5.783000149003929,71,-0.13765870134695432,46.17,0.0,229.4,1.5537639249570203,108,-0.13903913943795487,19.5,-0.015185183882713317,77.3,-3.5639417389570736,121,-0.12287470501614735,3.48,0.08801667515886948,10.9,0.1333673069271026,3,0.06359807305969298,2.94,0.0,2,-0.3591891073994338,-4.702165583070394,4.086014178879851,-0.6161514041905427,0.35065725970790734,False
43,0.4742807438891032,0,0.025586575688794255,0,0.9471340704802423,0,-0.053271900694817305,326.5,8.674583818902029,67,-0.22557617858576123,55.51,0.0,176.3,-0.3422361495671794,113,0.2820146782277152,14.99,-0.008438423643819987,181.7,-0.5540979312756099,102,-0.05730045536300168,8.18,-0.12799189418466994,10.7,0.28352747387136334,6,-0.16636824789689852,2.89,0.0,2,-0.5476347315654857,-4.702165583070394,8.604211448282003,3.9020458652116092,0.9801994404692416,True
15,-0.18014264260069468,0,-0.6820634300308303,0,0.3692585520260036,0,-0.05587566005531699,243.8,1.8207516193576156,98,-0.15229334592295346,41.45,0.0,83.9,-1.737626620917581,72,1.1222963704378344,7.13,0.07079172680154443,179.8,-0.21151814361801372,84,0.6818107101717032,8.09,0.09650542976800353,13.7,1.4546426897344644,8,-0.7320411694911308,3.7,0.0,2,-0.6226779676624574,-4.702165583070394,1.241818117998191,-3.4603474650722026,0.030461769608858554,False
18,-0.18101965276990087,0,-0.16779558051843196,0,0.42098528913222255,0,-0.035354364872910084,241.1,1.2988625251175836,72,0.08962079504795838,40.99,0.0,155.6,-1.2698305288422853,98,-0.29159232120902745,13.23,-0.006665324391797185,188.2,-0.05312813601165544,109,-0.22769514134619384,8.47,0.03162656451342628,11.6,-0.05677793629001826,10,-1.5136069774930365,3.13,0.0,1,-0.14181128898635506,-4.702165583070394,-2.104182078920421,-6.806347661990815,0.0011055041787721483,False
25,0.8675794062024216,0,-0.7383434019330889,0,0.2886617162916809,0,-0.04742587481625378,136.1,-1.6561680646031163,112,-0.09821103269699961,23.14,0.0,272.9,0.6360092221549712,96,-0.3489115595445037,23.2,-0.007415462210774422,220.2,-0.0209440293116495,104,-0.23608680053381248,9.91,0.12242265894077718,4.4,-0.43489233843050895,2,0.6219736522715539,1.19,0.0,1,-0.3589657659898512,-4.702165583070394,-1.4107176742091538,-6.112883257279547,0.0022092659515202413,False
15,-0.3633783404878341,0,-0.026287175104953348,0,0.4067101793829352,0,0.0012404323974624276,213.4,0.2824615819123574,111,-0.37641704743029547,36.28,0.0,234.5,-0.44453731215267905,94,-0.11153759743785485,19.93,-0.03290862083435059,250.1,1.1182666285359302,123,0.565591522938339,11.25,0.14932795773260296,2.7,-1.1443323744856753,4,0.14205904144328088,0.73,0.0,1,-0.16014560344163328,-4.702165583070394,0.006113272967632033,-4.696052310102762,0.009048628084175543,False
17,-0.28125710054620867,0,-0.19678425762802362,1,-0.5315619961172342,22,-0.6285546192992478,196.6,-0.5976503611146472,84,0.4477340900944546,33.42,0.0,313.2,-0.3720734244119376,92,-0.27140208314405756,26.62,-0.004298218339681625,163.3,-0.3411105515959207,108,0.16690485211089254,7.35,0.17449878459330648,11.9,0.27556374642299486,3,0.1961251933616586,3.21,0.0,0,-0.060695738836657256,-4.702165583070394,-2.0245616844503087,-6.726727267520703,0.001197014188966494,False
23,0.4405305780569324,0,-0.4269459682144225,0,0.20551930115325376,0,-0.04692904287017882,134.4,2.254803085003514,106,0.44898628795112017,22.85,0.0,211.3,0.25123987497063355,98,-0.12685873718932272,17.96,-0.038566675381734965,193.6,0.15061642329208552,125,0.6744829642225523,8.71,-0.0270072028785944,10.2,0.34072893547127026,2,0.7256766490917653,2.75,0.0,5,8.043028718139976,-4.702165583070394,12.86930519081885,8.167139607748457,0.9997162518179877,True
50,-0.2793673595099244,0,-0.14040560939116403,0,0.21198231212445534,0,-0.060626652641221884,83.6,-0.9079313610272948,148,0.4673265668575186,14.21,0.0,120.9,-0.5951293114805594,91,-0.2675629876437597,10.28,0.05963321471586824,226.6,-0.5420613107248209,110,-0.13127280858694576,10.2,-0.3319435343978694,10.7,-0.07319946207571774,9,-1.003305735560134,2.89,0.0,0,-0.4580614760913886,-4.702165583070394,-4.051925515432958,-8.754091098503352,0.00015778946706457734,False
3,-0.19174963475641563,0,-0.5552316710050218,0,0.22488578727236017,0,-0.05491334588266909,181.8,-1.6037127738143317,85,0.49058914835623,30.91,0.0,202.4,-0.4160202408325858,98,-0.31327803948661315,17.2,-0.00043336875736713407,245.9,0.20011716038017766,97,-0.8330499905860052,11.07,-0.14325900371652098,9.2,0.30377062756568196,2,0.5960674781585112,2.48,0.0,4,2.5217325873021035,-4.702165583070394,0.22551472019753405,-4.47665086287286,0.011243578334017087,False
32,0.4417984895114205,0,-0.14851271182298661,1,-0.6249325898720417,23,-0.5531655915360898,154.0,-1.2488954899227247,114,-0.3846333972527646,26.18,0.0,278.0,0.3684873120789416,137,0.22413669272325934,23.63,-0.037376635540276766,228.4,-0.07839354468975217,112,0.30897103358525785,10.28,-0.3622759111505002,11.8,0.04592006752733141,4,0.14648510097526013,3.19,0.0,2,-0.43356539085041734,-4.702165583070394,-2.335952566236083,-7.038118149306477,0.0008770070374730551,False
22,0.8306847153799026,0,-0.08286806483753026,1,-0.45350631700013766,41,0.963772469277028,119.0,-0.4789184552617371,101,-0.039923491128720345,20.23,0.0,230.0,0.09093724695034325,134,0.16011577217141165,19.55,0.00016979613341391086,236.9,0.1605414077383466,58,-1.0194426040304825,10.66,-0.19022284145466983,9.5,-0.5737381011841353,3,0.3707991748303175,2.57,0.0,0,-0.8323547666007652,-4.702165583070394,-1.0939540590174148,-5.796119642087809,0.0030301160549238725,False
9,-0.6323973227487295,0,-0.49455082525499167,1,-0.3371668014489114,32,0.4578727756347507,165.9,0.5538278433866799,126,1.227615324734943,28.2,0.0,216.5,-1.5533189977286384,93,-0.3126500799646601,18.4,-0.009138626465573906,173.1,0.49741631839307954,86,-0.5432690456678393,7.79,0.03427267725579441,14.1,1.081552235967247,8,-0.8484249698440545,3.81,0.0,4,1.9433133073034696,-4.702165583070394,1.0649538135525656,-3.637211769517828,0.02565038090389633,False
16,-0.4346549903860432,1,6.6291039607580755,0,0.19482059015717823,0,-0.03443949025124311,62.6,-0.3750653087673709,111,-0.30656284920114557,10.64,0.0,180.6,0.463327440462308,126,0.07808387750061228,15.35,-0.010404106918722391,221.7,-0.1323454595520161,80,0.23649898571660743,9.98,0.17577457544393837,10.4,0.1403477618144825,2,4.992179679393303,2.81,0.0,1,-0.3605960905365646,-4.702165583070394,11.2560685756334,6.553902992563006,0.9985774816946461,True
40,-0.45493562068091703,0,-0.6523537757713348,0,0.30530522551969624,0,0.04915184174198657,168.3,-0.8655274896486662,110,-0.6225805756793125,28.61,0.0,221.2,0.9695478352019563,73,0.7451857612608,18.8,-0.0317886214889586,241.0,0.30837350248591977,136,-0.005456897747935727,10.85,-0.20781751529779285,12.5,0.5288373291003517,1,0.7422391290822997,3.38,0.0,1,-0.21712392618879675,-4.702165583070394,0.5910562018892961,-4.111109381181097,0.016125295291262547,False
27,0.2787288261279173,0,0.0004411845118738711,0,0.7083116103569046,0,-0.05316462464630604,262.4,3.158321118989261,55,0.3563846253842348,44.61,0.0,194.6,-0.5826134133007145,113,0.46169123981846494,16.54,-0.024422859847545622,146.5,-0.8436433375882916,85,-0.27051609684480354,6.59,-0.045312403794378044,8.3,0.028088543204357847,6,0.17396023384993897,2.24,0.0,2,-0.46437809365801513,-4.702165583070394,2.881876552562899,-1.8202890305074946,0.13939919520750138,False
24,0.4548121869994793,0,-0.10950969363097102,1,-0.3368798173777759,48,0.6601434871554375,94.4,0.14269016290316358,104,-0.07521260754787364,16.05,0.0,136.2,0.047209319898393005,101,-0.06041690938174724,11.58,0.1618155583832413,147.4,-0.16494676779024303,89,-0.5078245343803428,6.63,0.0071652564010582865,4.5,0.1344325680239126,4,0.10566956624621525,1.22,0.0,0,-0.8692233956814743,-4.702165583070394,-0.41007561977952695,-5.112241202849921,0.005986515775395316,False
47,0.3349825271056034,0,-0.1248047326784581,0,0.2880524678621441,0,-0.09622885684482753,221.4,0.1612577377841808,103,0.006886636808048934,37.64,0.0,231.8,0.03224437471944839,103,-0.34049007068620996,19.7,-0.007415462210774422,122.5,-1.3318106877768878,100,0.06938747515669093,5.51,-0.16734433763660492,9.8,-0.7306439050100744,5,0.021410109018906952,2.65,0.0,3,-0.390107104270719,-4.702165583070394,-2.2746238286595326,-6.976789411729927,0.0009324245965683118,False
41,-0.119533547651954,0,-0.6585315668163821,1,-0.3971202874567825,48,1.316697851563804,189.8,-0.4003393179224804,96,-0.42372286004479975,32.27,0.0,123.4,-0.26104963453137314,67,0.2820769930910319,10.49,0.05851321535184979,214.2,0.049035544260405,106,-0.2651685689832084,9.64,0.16961437438847496,6.5,-0.568309331118362,2,0.5950977956294082,1.76,0.0,2,-0.4015964663750492,-4.702165583070394,-1.0243358066154176,-5.7265013896858115,0.003247874327170251,True
26,0.708363087362377,0,-0.07669239815324545,0,0.20298130960785785,0,-0.12005268767941743,172.3,-0.8330487256357446,97,-0.05846015532675665,29.29,0.0,174.0,0.2348205962800421,108,0.46181302729994056,14.79,-0.04368795163929463,188.2,-0.3402842788142152,119,0.5612528479122557,8.47,-0.16387059814995156,13.0,-0.27406067596515643,4,0.1253911756328307,3.51,0.0,2,-0.8827092365873977,-4.702165583070394,-0.49824466385587574,-5.200410246926269,0.005484060964455024,False
23,0.722204183335416,0,0.012929742624983191,0,0.2872605713794474,0,-0.09688523028977215,198.4,-0.3403793262830004,93,-0.4055434533348307,33.73,0.0,210.9,0.5591311075910926,108,0.2547015343164094,17.93,-0.01218582984060049,193.3,-0.24100402966258117,71,-0.12583463790128008,8.7,0.17733794886618853,10.4,0.6117055914329831,6,0.09231179172638804,2.81,0.0,2,-0.4387506641820073,-4.702165583070394,1.0569992997788358,-3.645166283291558,0.025452326551786798,False
